old_path,action,reason,size_mb,similarity
ARCHIVES_BACKUPS/archive/backups/2026-01-11/AvaTarArTs-Suite/.git/objects/95,REMOVE,Duplicate of CONTENT_ASSETS/music-empire/suno-analytics-seo/suno-api/.git/objects/95,0.00390625,100.0%
CONTENT_ASSETS/ai-sites/ai-sites/heavenlyHands copy/cleanconnect-pro/.yarn,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/LIVE-SITES/heavenlyhands/cleanconnect-pro/.yarn (100.0% similar),0.00390625,100.0%
CONTENT_ASSETS/ai-sites/ai-sites/heavenlyHands/cleanconnect-pro/.yarn,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/LIVE-SITES/heavenlyhands/cleanconnect-pro/.yarn (100.0% similar),0.00390625,100.0%
CONTENT_ASSETS/ai-sites/heavenlyHands/cleanconnect-pro/.yarn,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/LIVE-SITES/heavenlyhands/cleanconnect-pro/.yarn (100.0% similar),0.00390625,100.0%
ai-sites/heavenlyHands copy/cleanconnect-pro/.yarn,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/LIVE-SITES/heavenlyhands/cleanconnect-pro/.yarn (100.0% similar),0.00390625,100.0%
ai-sites/heavenlyHands/cleanconnect-pro/.yarn,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/LIVE-SITES/heavenlyhands/cleanconnect-pro/.yarn (100.0% similar),0.00390625,100.0%
heavenlyHands/cleanconnect-pro/.yarn,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/LIVE-SITES/heavenlyhands/cleanconnect-pro/.yarn (100.0% similar),0.00390625,100.0%
BUSINESS/passive-income/passive-income-empire/marketing/keywords,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/IN-DEVELOPMENT/passive-income/marketing/keywords (100.0% similar),0.00390625,100.0%
CONTENT_ASSETS/ai-sites/ai-sites/passive-income-empire/marketing/keywords,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/IN-DEVELOPMENT/passive-income/marketing/keywords (100.0% similar),0.00390625,100.0%
CONTENT_ASSETS/ai-sites/ai-sites/marketing/keywords,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/IN-DEVELOPMENT/passive-income/marketing/keywords (100.0% similar),0.00390625,100.0%
ai-sites/passive-income-empire/marketing/keywords,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/IN-DEVELOPMENT/passive-income/marketing/keywords (100.0% similar),0.00390625,100.0%
ai-sites/marketing/keywords,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/system/advanced-systems/SITES-AND-PROJECTS/IN-DEVELOPMENT/passive-income/marketing/keywords (100.0% similar),0.00390625,100.0%
CONTENT_ASSETS/music-empire/suno-analytics-seo/suno-api/.git/objects/95,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/backups/2026-01-11/AvaTarArTs-Suite/.git/objects/95 (100.0% similar),0.00390625,100.0%
ARCHIVES_BACKUPS/archive/reference-files/business-setup/business_setup/.vscode,MERGE_REMOVE,Similar to ARCHIVES_BACKUPS/archive/reference-files/business-setup/business_setup/.lh/.vscode (100.0% similar),0.00390625,100.0%
ai-sites/disco/mp3/Heroes_Rise__-_Villains_Overthrow_(Remastered)2,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Heroes_Rise__-_Villains_Overthrow_(Remastered)2 (100.0% similar),0.00390625,100.0%
ai-sites/disco/mp3/Willow_whispers-feelers-v2,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Willow_whispers-feelers-v2 (100.0% similar),0.00390625,100.0%
ai-sites/disco/mp3/in_this_alley_where_i_Hide_-_LIVE-stadium,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in_this_alley_where_i_Hide_-_LIVE-stadium (100.0% similar),0.00390625,100.0%
ai-sites/disco/mp3/Marching-ever-forward-neath-the-wooded-s,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Marching-ever-forward-neath-the-wooded-s (100.0% similar),0.00390625,100.0%
ai-sites/disco/mp3/in_this_alley_where_i_Hide_-_LIVE-og-best,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/in_this_alley_where_i_Hide_-_LIVE-og-best (100.0% similar),0.00390625,100.0%
ai-sites/disco/mp3/Shadows on the Horizon (1),MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/disco/mp3/Shadows on the Horizon (1) (100.0% similar),0.00390625,100.0%
ai-sites/Steven's Multi-Domain Site Architecture,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/Steven's Multi-Domain Site Architecture (100.0% similar),0.00390625,100.0%
ai-sites/content-management/retention-hub/weekly-music,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/content-management/retention-hub/weekly-music (100.0% similar),0.00390625,100.0%
ai-sites/content-management/retention-hub/daily-art,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/content-management/retention-hub/daily-art (100.0% similar),0.00390625,100.0%
ai-sites/Gallery Generator/city-16-9/logic,MERGE_REMOVE,Similar to CONTENT_ASSETS/ai-sites/ai-sites/Gallery Generator/city-16-9/logic (100.0% similar),0.00390625,100.0%
ARCHIVES_BACKUPS/archive/system/advanced-systems/SCRIPTS/setup.sh,REMOVE,Duplicate file of ai-sites/setup.sh,0.00045299530029296875,100%
BUSINESS/projects/retention-suite-complete/templates-marketplace/generated_templates/social_media_templates_linkedin_001/social_media_templates_linkedin_001.jpg,REMOVE,Duplicate file of ai-sites/retention-products-suite/templates-marketplace/generated_templates/social_media_templates_linkedin_001/social_media_templates_linkedin_001.jpg,0.0004520416259765625,100%
BUSINESS/projects/retention-suite-complete/templates-marketplace/generated_templates/website_templates_portfolio_005/website_templates_portfolio_005.react,REMOVE,Duplicate file of ai-sites/retention-products-suite/templates-marketplace/generated_templates/website_templates_portfolio_005/website_templates_portfolio_005.react,0.00044727325439453125,100%
CONTENT_ASSETS/ai-sites/AvaTarArTs/avatararts.org/.next/server/next-font-manifest.json,REMOVE,Duplicate file of ai-sites/AvaTarArTs/avatararts.org/.next/server/next-font-manifest.json,0.000446319580078125,100%
BUSINESS/projects/retention-suite-complete/templates-marketplace/generated_templates/email_templates_welcome_001/email_templates_welcome_001.sendgrid,REMOVE,Duplicate file of ai-sites/retention-products-suite/templates-marketplace/generated_templates/email_templates_welcome_001/email_templates_welcome_001.sendgrid,0.00044155120849609375,100%
BUSINESS/projects/retention-suite-complete/templates-marketplace/generated_templates/website_templates_landing_012/website_templates_landing_012.vue,REMOVE,Duplicate file of ai-sites/retention-products-suite/templates-marketplace/generated_templates/website_templates_landing_012/website_templates_landing_012.vue,0.00043964385986328125,100%
ai-sites/passive-income-empire/marketing/calendar.csv,REMOVE,Duplicate file of ai-sites/marketing/calendar.csv,0.000438690185546875,100%
BUSINESS/passive-income/passive-income-empire/marketing/calendar.csv,REMOVE,Duplicate file of ai-sites/marketing/calendar.csv,0.000438690185546875,100%
ai-sites/heavenlyHands/heavenly-hands-cleaning-site/sitemap.xml,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/heavenly-hands-cleaning-site/sitemap.xml,0.00043582916259765625,100%
heavenlyHands/heavenly-hands-cleaning-site/sitemap.xml,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/heavenly-hands-cleaning-site/sitemap.xml,0.00043582916259765625,100%
ai-sites/heavenlyHands/cleanconnect-pro/.git/logs/refs/heads/main,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/cleanconnect-pro/.git/logs/refs/heads/main,0.00042819976806640625,100%
CONTENT_ASSETS/ai-sites/heavenlyHands/cleanconnect-pro/.git/logs/refs/heads/main,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/cleanconnect-pro/.git/logs/refs/heads/main,0.00042819976806640625,100%
BUSINESS/projects/retention-suite-complete/templates-marketplace/generated_templates/print_templates_posters_003/print_templates_posters_003.indesign,REMOVE,Duplicate file of ai-sites/retention-products-suite/templates-marketplace/generated_templates/print_templates_posters_003/print_templates_posters_003.indesign,0.0004062652587890625,100%
CONTENT_ASSETS/music-empire/suno-analytics-seo/suno-api/.git/hooks/pre-applypatch.sample,REMOVE,Duplicate file of ai-sites/.git/hooks/pre-applypatch.sample,0.00040435791015625,100%
DEVELOPMENT/code-projects/CODE_PROJECTS/content-creation-tools/04_content_creation/.git/hooks/pre-applypatch.sample,REMOVE,Duplicate file of ai-sites/.git/hooks/pre-applypatch.sample,0.00040435791015625,100%
SEO_MARKETING/SEO_CONTENT_STRATEGY/SEO_YouTube_2025_Dataset/.git/hooks/pre-applypatch.sample,REMOVE,Duplicate file of ai-sites/.git/hooks/pre-applypatch.sample,0.00040435791015625,100%
CONTENT_ASSETS/music-empire/suno-analytics-seo/suno-api/.git/hooks/pre-merge-commit.sample,REMOVE,Duplicate file of ai-sites/.git/hooks/pre-merge-commit.sample,0.000396728515625,100%
DEVELOPMENT/code-projects/CODE_PROJECTS/content-creation-tools/04_content_creation/.git/hooks/pre-merge-commit.sample,REMOVE,Duplicate file of ai-sites/.git/hooks/pre-merge-commit.sample,0.000396728515625,100%
SEO_MARKETING/SEO_CONTENT_STRATEGY/SEO_YouTube_2025_Dataset/.git/hooks/pre-merge-commit.sample,REMOVE,Duplicate file of ai-sites/.git/hooks/pre-merge-commit.sample,0.000396728515625,100%
ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/2b/9986e4c70de665b0ed6e6cf7576b5ff5dfe8a7,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/cleanconnect-pro/.git/objects/2b/9986e4c70de665b0ed6e6cf7576b5ff5dfe8a7,0.0003948211669921875,100%
CONTENT_ASSETS/ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/2b/9986e4c70de665b0ed6e6cf7576b5ff5dfe8a7,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/cleanconnect-pro/.git/objects/2b/9986e4c70de665b0ed6e6cf7576b5ff5dfe8a7,0.0003948211669921875,100%
BUSINESS/projects/retention-suite-complete/templates-marketplace/generated_templates/print_templates_flyers_002/print_templates_flyers_002.ai,REMOVE,Duplicate file of ai-sites/retention-products-suite/templates-marketplace/generated_templates/print_templates_flyers_002/print_templates_flyers_002.ai,0.00039386749267578125,100%
ai-sites/marketing/strategy/content-plan.md,REMOVE,Duplicate file of ai-sites/passive-income-empire/marketing/strategy/content-plan.md,0.000392913818359375,100%
BUSINESS/passive-income/passive-income-empire/marketing/strategy/content-plan.md,REMOVE,Duplicate file of ai-sites/passive-income-empire/marketing/strategy/content-plan.md,0.000392913818359375,100%
CONTENT_ASSETS/ai-sites/ORGANIZED/js_files/middleware-build-manifest.js,REMOVE,Duplicate file of ai-sites/ORGANIZED/js_files/middleware-build-manifest.js,0.00038814544677734375,100%
ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/86/1a51a2af0b55b969e0b6a75ce0c87ac4189c57,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/cleanconnect-pro/.git/objects/86/1a51a2af0b55b969e0b6a75ce0c87ac4189c57,0.00038242340087890625,100%
CONTENT_ASSETS/ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/86/1a51a2af0b55b969e0b6a75ce0c87ac4189c57,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/cleanconnect-pro/.git/objects/86/1a51a2af0b55b969e0b6a75ce0c87ac4189c57,0.00038242340087890625,100%
DEVELOPMENT/code-projects/CODE_PROJECTS/content-creation-tools/04_content_creation/.git/logs/refs/heads/main,REMOVE,Duplicate file of DEVELOPMENT/code-projects/CODE_PROJECTS/content-creation-tools/04_content_creation/.git/logs/HEAD,0.00035190582275390625,100%
ai-sites/marketing/strategy/seo-plan.md,REMOVE,Duplicate file of ai-sites/passive-income-empire/marketing/strategy/seo-plan.md,0.00034332275390625,100%
BUSINESS/passive-income/passive-income-empire/marketing/strategy/seo-plan.md,REMOVE,Duplicate file of ai-sites/passive-income-empire/marketing/strategy/seo-plan.md,0.00034332275390625,100%
CLIENT_PROJECTS/Dr_Adu_GainesvillePFS_SEO_Project/01_Project_Files/_downloads_set_134_copy_732.html,REMOVE,Duplicate file of ai-sites/New_Folder_With_Items_3_ORGANIZED/html_files/_downloads.html,0.00034046173095703125,100%
ai-sites/heavenlyHands/heavenlyhands/requirements.txt,REMOVE,Duplicate file of ai-sites/heavenlyHands/requirements.txt,0.00032711029052734375,100%
ARCHIVES_BACKUPS/archive/LIVE-DEPLOYMENT/heavenlyhands/requirements.txt,REMOVE,Duplicate file of ai-sites/heavenlyHands/requirements.txt,0.00032711029052734375,100%
BUSINESS/projects/retention-suite-complete/templates-marketplace/generated_templates/print_templates_business_cards_001/print_templates_business_cards_001.psd,REMOVE,Duplicate file of ai-sites/retention-products-suite/templates-marketplace/generated_templates/print_templates_business_cards_001/print_templates_business_cards_001.psd,0.00030803680419921875,100%
ai-sites/heavenlyHands/cleanconnect-pro/.git/config,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/cleanconnect-pro/.git/config,0.000293731689453125,100%
CONTENT_ASSETS/ai-sites/heavenlyHands/cleanconnect-pro/.git/config,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/cleanconnect-pro/.git/config,0.000293731689453125,100%
CONTENT_ASSETS/audio-content/podcasts-audiobooks/Aeo-Seo-Podcast-Stories/As_A_Man_Thinketh/text/as-a-man-thinketh.cleaned.md,REMOVE,Duplicate file of CONTENT_ASSETS/audio-content/podcasts-audiobooks/Aeo-Seo-Podcast-Stories/As_A_Man_Thinketh/as-a-man-thinketh.cleaned.md,0.00028896331787109375,100%
BUSINESS/projects/retention-suite-complete/digital-products/creative-asset-packs/generated_art/marketing/pricing_table.md,REMOVE,Duplicate file of ai-sites/retention-products-suite/digital-products/creative-asset-packs/generated_art/marketing/pricing_table.md,0.00028514862060546875,100%
DEVELOPMENT/ai-tools/AI_TOOLS/ai-voice-agents/requirements.txt,REMOVE,Duplicate file of ai-sites/monetization/ai-voice-agents/requirements.txt,0.00028514862060546875,100%
BUSINESS/monetization/monetization/ai-voice-agents/requirements.txt,REMOVE,Duplicate file of ai-sites/monetization/ai-voice-agents/requirements.txt,0.00028514862060546875,100%
CONTENT_ASSETS/ai-sites/ORGANIZED/data/build-manifest.json,REMOVE,Duplicate file of ai-sites/ORGANIZED/data/build-manifest.json,0.0002803802490234375,100%
BUSINESS/projects/retention-suite-complete/templates-marketplace/generated_templates/website_templates_business_003/website_templates_business_003_preview.txt,REMOVE,Duplicate file of ai-sites/retention-products-suite/templates-marketplace/generated_templates/website_templates_business_003/website_templates_business_003_preview.txt,0.00027942657470703125,100%
BUSINESS/projects/retention-suite-complete/templates-marketplace/generated_templates/website_templates_business_007/website_templates_business_007_preview.txt,REMOVE,Duplicate file of ai-sites/retention-products-suite/templates-marketplace/generated_templates/website_templates_business_007/website_templates_business_007_preview.txt,0.00027942657470703125,100%
automation/revenue-dashboard/data/redbubble.csv,REMOVE,Duplicate file of ai-sites/automation/revenue-dashboard/data/redbubble.csv,0.00027942657470703125,100%
BUSINESS/projects/retention-suite-complete/templates-marketplace/generated_templates/website_templates_business_015/website_templates_business_015_preview.txt,REMOVE,Duplicate file of ai-sites/retention-products-suite/templates-marketplace/generated_templates/website_templates_business_015/website_templates_business_015_preview.txt,0.00027751922607421875,100%
BUSINESS/projects/retention-suite-complete/templates-marketplace/generated_templates/website_templates_ecommerce_013/website_templates_ecommerce_013_preview.txt,REMOVE,Duplicate file of ai-sites/retention-products-suite/templates-marketplace/generated_templates/website_templates_ecommerce_013/website_templates_ecommerce_013_preview.txt,0.00027561187744140625,100%
DEVELOPMENT/ai-tools/AI_TOOLS/ai-voice-agents/env_example.txt,REMOVE,Duplicate file of ai-sites/monetization/~/avatararts-deployment/ai-voice-agents/env_example.txt,0.0002727508544921875,100%
BUSINESS/projects/retention-suite-complete/templates-marketplace/generated_templates/website_templates_blog_006/website_templates_blog_006_preview.txt,REMOVE,Duplicate file of ai-sites/retention-products-suite/templates-marketplace/generated_templates/website_templates_blog_006/website_templates_blog_006_preview.txt,0.00027179718017578125,100%
BUSINESS/projects/retention-suite-complete/templates-marketplace/generated_templates/website_templates_business_011/website_templates_business_011_preview.txt,REMOVE,Duplicate file of ai-sites/retention-products-suite/templates-marketplace/generated_templates/website_templates_business_011/website_templates_business_011_preview.txt,0.00026988983154296875,100%
BUSINESS/projects/retention-suite-complete/templates-marketplace/generated_templates/website_templates_business_014/website_templates_business_014_preview.txt,REMOVE,Duplicate file of ai-sites/retention-products-suite/templates-marketplace/generated_templates/website_templates_business_014/website_templates_business_014_preview.txt,0.00026988983154296875,100%
BUSINESS/projects/retention-suite-complete/templates-marketplace/generated_templates/website_templates_portfolio_008/website_templates_portfolio_008_preview.txt,REMOVE,Duplicate file of ai-sites/retention-products-suite/templates-marketplace/generated_templates/website_templates_portfolio_008/website_templates_portfolio_008_preview.txt,0.0002689361572265625,100%
BUSINESS/projects/retention-suite-complete/templates-marketplace/generated_templates/website_templates_business_009/website_templates_business_009_preview.txt,REMOVE,Duplicate file of ai-sites/retention-products-suite/templates-marketplace/generated_templates/website_templates_business_009/website_templates_business_009_preview.txt,0.0002689361572265625,100%
BUSINESS/projects/retention-suite-complete/templates-marketplace/generated_templates/website_templates_portfolio_005/website_templates_portfolio_005_preview.txt,REMOVE,Duplicate file of ai-sites/retention-products-suite/templates-marketplace/generated_templates/website_templates_portfolio_005/website_templates_portfolio_005_preview.txt,0.00026798248291015625,100%
BUSINESS/projects/retention-suite-complete/templates-marketplace/generated_templates/website_templates_business_001/website_templates_business_001_preview.txt,REMOVE,Duplicate file of ai-sites/retention-products-suite/templates-marketplace/generated_templates/website_templates_business_001/website_templates_business_001_preview.txt,0.00026798248291015625,100%
BUSINESS/projects/retention-suite-complete/templates-marketplace/generated_templates/website_templates_landing_012/website_templates_landing_012_preview.txt,REMOVE,Duplicate file of ai-sites/retention-products-suite/templates-marketplace/generated_templates/website_templates_landing_012/website_templates_landing_012_preview.txt,0.00026702880859375,100%
BUSINESS/projects/retention-suite-complete/templates-marketplace/generated_templates/website_templates_blog_004/website_templates_blog_004_preview.txt,REMOVE,Duplicate file of ai-sites/retention-products-suite/templates-marketplace/generated_templates/website_templates_blog_004/website_templates_blog_004_preview.txt,0.00026607513427734375,100%
BUSINESS/projects/retention-suite-complete/templates-marketplace/generated_templates/website_templates_landing_010/website_templates_landing_010_preview.txt,REMOVE,Duplicate file of ai-sites/retention-products-suite/templates-marketplace/generated_templates/website_templates_landing_010/website_templates_landing_010_preview.txt,0.000263214111328125,100%
heavenlyHands/intelligent-organization-system/agentic_config.yaml,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/intelligent-organization-system/agentic_config.yaml,0.00026035308837890625,100%
ai-sites/marketing/templates/social-media-templates.md,REMOVE,Duplicate file of ai-sites/passive-income-empire/marketing/templates/social-media-templates.md,0.00025844573974609375,100%
BUSINESS/passive-income/passive-income-empire/marketing/templates/social-media-templates.md,REMOVE,Duplicate file of ai-sites/passive-income-empire/marketing/templates/social-media-templates.md,0.00025844573974609375,100%
BUSINESS/projects/retention-suite-complete/templates-marketplace/generated_templates/email_templates_followup_004/email_templates_followup_004_preview.txt,REMOVE,Duplicate file of ai-sites/retention-products-suite/templates-marketplace/generated_templates/email_templates_followup_004/email_templates_followup_004_preview.txt,0.00025272369384765625,100%
BUSINESS/projects/retention-suite-complete/templates-marketplace/generated_templates/website_templates_blog_002/website_templates_blog_002_preview.txt,REMOVE,Duplicate file of ai-sites/retention-products-suite/templates-marketplace/generated_templates/website_templates_blog_002/website_templates_blog_002_preview.txt,0.00025177001953125,100%
BUSINESS/projects/retention-suite-complete/templates-marketplace/generated_templates/email_templates_promotional_003/email_templates_promotional_003_preview.txt,REMOVE,Duplicate file of ai-sites/retention-products-suite/templates-marketplace/generated_templates/email_templates_promotional_003/email_templates_promotional_003_preview.txt,0.00025081634521484375,100%
BUSINESS/projects/retention-suite-complete/templates-marketplace/generated_templates/email_templates_newsletter_005/email_templates_newsletter_005_preview.txt,REMOVE,Duplicate file of ai-sites/retention-products-suite/templates-marketplace/generated_templates/email_templates_newsletter_005/email_templates_newsletter_005_preview.txt,0.0002498626708984375,100%
BUSINESS/projects/retention-suite-complete/templates-marketplace/generated_templates/email_templates_welcome_001/email_templates_welcome_001_preview.txt,REMOVE,Duplicate file of ai-sites/retention-products-suite/templates-marketplace/generated_templates/email_templates_welcome_001/email_templates_welcome_001_preview.txt,0.000247955322265625,100%
ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/1d/e51008cdb76eb21c9111c14f6bb7b452241529,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/cleanconnect-pro/.git/objects/1d/e51008cdb76eb21c9111c14f6bb7b452241529,0.000247955322265625,100%
CONTENT_ASSETS/ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/1d/e51008cdb76eb21c9111c14f6bb7b452241529,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/cleanconnect-pro/.git/objects/1d/e51008cdb76eb21c9111c14f6bb7b452241529,0.000247955322265625,100%
BUSINESS/projects/retention-suite-complete/templates-marketplace/generated_templates/email_templates_followup_002/email_templates_followup_002_preview.txt,REMOVE,Duplicate file of ai-sites/retention-products-suite/templates-marketplace/generated_templates/email_templates_followup_002/email_templates_followup_002_preview.txt,0.0002460479736328125,100%
BUSINESS/projects/retention-suite-complete/templates-marketplace/generated_templates/print_templates_business_cards_001/print_templates_business_cards_001_preview.txt,REMOVE,Duplicate file of ai-sites/retention-products-suite/templates-marketplace/generated_templates/print_templates_business_cards_001/print_templates_business_cards_001_preview.txt,0.0002346038818359375,100%
BUSINESS/projects/retention-suite-complete/templates-marketplace/generated_templates/social_media_templates_linkedin_001/social_media_templates_linkedin_001_preview.txt,REMOVE,Duplicate file of ai-sites/retention-products-suite/templates-marketplace/generated_templates/social_media_templates_linkedin_001/social_media_templates_linkedin_001_preview.txt,0.00023365020751953125,100%
ai-sites/heavenlyHands/cleanconnect-pro/.git/info/exclude,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/cleanconnect-pro/.git/info/exclude,0.0002288818359375,100%
ai-sites/.git/info/exclude,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/cleanconnect-pro/.git/info/exclude,0.0002288818359375,100%
CONTENT_ASSETS/music-empire/suno-analytics-seo/suno-api/.git/info/exclude,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/cleanconnect-pro/.git/info/exclude,0.0002288818359375,100%
DEVELOPMENT/code-projects/CODE_PROJECTS/content-creation-tools/04_content_creation/.git/info/exclude,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/cleanconnect-pro/.git/info/exclude,0.0002288818359375,100%
SEO_MARKETING/SEO_CONTENT_STRATEGY/SEO_YouTube_2025_Dataset/.git/info/exclude,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/cleanconnect-pro/.git/info/exclude,0.0002288818359375,100%
BUSINESS/projects/retention-suite-complete/templates-marketplace/generated_templates/print_templates_flyers_002/print_templates_flyers_002_preview.txt,REMOVE,Duplicate file of ai-sites/retention-products-suite/templates-marketplace/generated_templates/print_templates_flyers_002/print_templates_flyers_002_preview.txt,0.00021648406982421875,100%
BUSINESS/projects/retention-suite-complete/templates-marketplace/generated_templates/print_templates_posters_003/print_templates_posters_003_preview.txt,REMOVE,Duplicate file of ai-sites/retention-products-suite/templates-marketplace/generated_templates/print_templates_posters_003/print_templates_posters_003_preview.txt,0.00021457672119140625,100%
heavenlyHands/intelligent-organization-system/automation_config.yaml,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/intelligent-organization-system/automation_config.yaml,0.0002002716064453125,100%
ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/c2/4b471fba119e50aa61edaf5398775d8089d85c,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/cleanconnect-pro/.git/objects/c2/4b471fba119e50aa61edaf5398775d8089d85c,0.0001964569091796875,100%
CONTENT_ASSETS/ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/c2/4b471fba119e50aa61edaf5398775d8089d85c,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/cleanconnect-pro/.git/objects/c2/4b471fba119e50aa61edaf5398775d8089d85c,0.0001964569091796875,100%
ai-sites/.git/hooks/post-update.sample,REMOVE,Duplicate file of ai-sites/steven-chaplinski-website/content/services/02_Business_and_Finance/business_setup/.git/hooks/post-update.sample,0.00018024444580078125,100%
CONTENT_ASSETS/music-empire/suno-analytics-seo/suno-api/.git/hooks/post-update.sample,REMOVE,Duplicate file of ai-sites/steven-chaplinski-website/content/services/02_Business_and_Finance/business_setup/.git/hooks/post-update.sample,0.00018024444580078125,100%
DEVELOPMENT/code-projects/CODE_PROJECTS/content-creation-tools/04_content_creation/.git/hooks/post-update.sample,REMOVE,Duplicate file of ai-sites/steven-chaplinski-website/content/services/02_Business_and_Finance/business_setup/.git/hooks/post-update.sample,0.00018024444580078125,100%
SEO_MARKETING/SEO_CONTENT_STRATEGY/SEO_YouTube_2025_Dataset/.git/hooks/post-update.sample,REMOVE,Duplicate file of ai-sites/steven-chaplinski-website/content/services/02_Business_and_Finance/business_setup/.git/hooks/post-update.sample,0.00018024444580078125,100%
BUSINESS/monetization/monetization/ai-voice-agents/environment.yml,REMOVE,Duplicate file of ai-sites/monetization/ai-voice-agents/environment.yml,0.00016498565673828125,100%
automation/revenue-dashboard/data/audiojungle.csv,REMOVE,Duplicate file of ai-sites/automation/revenue-dashboard/data/audiojungle.csv,0.000164031982421875,100%
ai-sites/heavenlyHands/heavenly-hands-cleaning-site/robots.txt,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/heavenly-hands-cleaning-site/robots.txt,0.00015735626220703125,100%
heavenlyHands/heavenly-hands-cleaning-site/robots.txt,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/heavenly-hands-cleaning-site/robots.txt,0.00015735626220703125,100%
ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/4a/62aef437322493cde26d135700a99d07718979,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/cleanconnect-pro/.git/objects/4a/62aef437322493cde26d135700a99d07718979,0.00013256072998046875,100%
CONTENT_ASSETS/ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/4a/62aef437322493cde26d135700a99d07718979,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/cleanconnect-pro/.git/objects/4a/62aef437322493cde26d135700a99d07718979,0.00013256072998046875,100%
BUSINESS/projects/marketplace/products/hookmark-pro/.git/config,REMOVE,Duplicate file of ai-sites/.git/config,0.00013065338134765625,100%
ai-sites/heavenlyHands/cleanconnect-pro/.git/objects/d3/9d0d39b377b5f5932045e5194bfd5e44a717a3,REMOVE,Duplicate file of ai-sites/heavenlyHands copy/cleanconnect-pro/.git/objects/d3/9d0d39b377b5f5932045e5194bfd5e44a717a3,0.00012874603271484375,100%
